0	drug_66282
1	drug_11725766
2	drug_5464110
3	drug_135600340
4	drug_5281699
5	sf_Pancytopenia
6	sf_Salivary_gland_pain
7	sf_Respiratory_insufficiency
8	sf_Cerebral_arteriosclerosis
9	drug_56160
10	drug_14287397
11	drug_78759347
12	drug_135427136
13	drug_9849616
14	drug_9290
15	drug_3950
16	drug_14210
17	drug_93577
18	drug_97416
19	drug_4974
20	drug_6379
21	drug_440623
22	gene_SLC13A3
23	drug_119307
24	drug_16140499
25	drug_5388961
26	drug_4939
27	drug_4634
28	drug_107926
29	sf_Irritation_gum
30	drug_8088
31	drug_657348
32	sf_Oligohydramnios
33	sf_Laryngeal_pain
34	sf_Tinea_versicolour
35	sf_Pain_neck/shoulder
36	drug_644160
37	sf_Atrophy
38	sf_Ketonemia
39	sf_Pericardial_haemorrhage
40	gene_SLC25A6
41	sf_Zygomycosis
42	drug_4910
43	drug_121492004
44	drug_4302963
45	drug_23994
46	sf_Atheroma
47	drug_180541
48	drug_441401
49	drug_137250088
50	drug_5281316
51	microRNA_miR-761
52	drug_15460
53	microRNA_miR-1233
54	sf_Laryngitis
55	drug_2153
56	sf_Gingival_infection
57	sf_Keratitis_sicca
58	sf_Waxy_flexibility
59	drug_93131
60	drug_3536
61	drug_13462
62	sf_Hyperpathia
63	drug_6604132
64	sf_Rhabdomyolysis
65	sf_Pneumonia_due_to_Streptococcus,_group_b
66	drug_10316032
67	microRNA_miR-3681
68	drug_38284
69	sf_Idiopathic_thrombocytopenic_purpura
70	sf_Sweating_increased
71	drug_10111831
72	sf_Abdominal_adhesions
73	sf_Bone_cancer_metastatic
74	drug_6440621
75	drug_15173
76	drug_5455
77	drug_24434
78	drug_134388
79	microRNA_miR-1297
80	drug_135413520
81	sf_Cardiovascular_disorder
82	drug_10836
83	sf_Cardioactive_drug_level_increased
84	drug_7204
85	sf_Myelofibrosis
86	drug_6436082
87	gp_id_rs4728709
88	sf_Suicide
89	sf_Pharyngolaryngeal_pain
90	sf_Epidermolysis
91	microRNA_miR-4282
92	drug_10680
93	drug_4712
94	drug_6422124
95	gene_SLC16A12
96	drug_16737207
97	drug_3564
98	sf_Pruritus_vulvae
99	drug_10206
100	drug_57404063
101	sf_Type_2_diabetes_mellitus
102	sf_Serum_triglycerides_increased
103	sf_Mammogram_abnormal
104	sf_Conjunctival_oedema
105	sf_Procedural_hypertension
106	drug_689013
107	sf_Aortic_bruit
108	drug_7564
109	drug_450503
110	drug_5684
111	drug_156391
112	drug_5316097
113	gp_id_rs11887534
114	drug_3446
115	sf_Tubal_pregnancy
116	drug_11167602
117	sf_Iron_binding_capacity_total
118	gp_id_rs9282564
119	drug_3949
120	drug_91826470
121	microRNA_miR-1268b
122	sf_Metastatic_pain
123	drug_89921642
124	sf_Polyomavirus_infections
125	sf_Blood_cholesterol_increased
126	microRNA_miR-507
127	drug_34008
128	sf_Cerebral_infarction
129	sf_Eyelid_exfoliation
130	microRNA_miR-548ac
131	gene_SLCO3A1
132	drug_55253543
133	drug_9969573
134	microRNA_miR-933
135	drug_53474706
136	drug_60943
137	drug_19143
138	sf_Feeling_of_relaxation
139	drug_5033
140	sf_Markedly_reduced_dietary_intake
141	sf_Parathyroid_tumour
142	sf_Facial_paresthesia
143	drug_83961
144	sf_Myalgia
145	sf_Recurrent_pulmonary_embolism
146	drug_115244
147	gp_id_rs3743527
148	drug_15558383
149	microRNA_miR-3174
150	microRNA_miR-4703
151	gp_id_rs72552763
152	drug_12028
153	drug_122165
154	drug_3083759
155	dt_Q08289
156	drug_58557659
157	drug_183613
158	drug_1959
159	drug_10718956
160	drug_20039
161	drug_2909
162	drug_414
163	drug_4578030
164	microRNA_miR-5189
165	microRNA_miR-7152
166	sf_Bladder_pain
167	gp_id_rs1047626
168	drug_8550
169	drug_1889
170	microRNA_miR-1249
171	drug_91458
172	sf_Hoarseness
173	sf_Pulmonary_thromboembolism
174	drug_3032312
175	sf_Ventricular_tachycardia
176	sf_Edema_cerebral
177	sf_Monomorphic_ventricular_tachycardia
178	drug_137
179	sf_Extremity_necrosis
180	drug_4033
181	drug_91731
182	drug_26105
183	sf_Necrotising_colitis
184	sf_Painful_respiration
185	drug_409301
186	microRNA_miR-339
187	drug_5486190
188	drug_165390
189	drug_159910
190	drug_132306
191	drug_107985
192	drug_5311015
193	drug_386851
194	microRNA_miR-4667
195	gp_id_rs2231142
196	drug_86296
197	drug_16213095
198	drug_6505
199	sf_Squamous_cell_carcinoma_of_skin
200	drug_16129665
201	microRNA_miR-605
202	drug_6438355
203	gene_SLC25A19
204	sf_Injection_site_discolouration
205	sf_Neuropathy_peripheral
206	drug_5350
207	drug_3332
208	drug_188289
209	sf_Vaginal_dryness
210	drug_9852519
211	drug_18703
212	microRNA_miR-4663
213	drug_3728
214	sf_Vestibular_toxicity
215	sf_Nocturnal_enuresis
216	gene_SLC17A3
217	drug_39800
218	drug_9952605
219	drug_15378998
220	gp_id_rs1059150
221	gene_SLC6A19
222	drug_1117
223	sf_Vaginismus
224	sf_Carcinoma_of_lung
225	sf_Thyrotoxic_crisis
226	drug_5486709
227	gp_id_rs13306673
228	drug_44150640
229	microRNA_miR-4288
230	drug_8914
231	microRNA_miR-3914
232	sf_Tendon_rupture
233	sf_Oropharyngeal_swelling
234	sf_Blunted_affect
235	gene_SLC44A5
236	drug_71455
237	drug_5310987
238	drug_6473866
239	sf_Dependence_on_opiates
240	microRNA_miR-4424
241	drug_47471
242	microRNA_miR-7703
243	drug_119058
244	sf_Ulcerative_stomatitis
245	sf_Post_thrombotic_syndrome
246	sf_Vaginal_haemorrhage
247	drug_73498
248	drug_4086
249	sf_Arterial_thrombosis
250	sf_Dysequilibrium
251	sf_Penile_discharge
252	sf_Hypoglycaemia_neonatal
253	drug_6850754
254	microRNA_miR-2467
255	drug_7347
256	drug_10359075
257	microRNA_miR-6822
258	drug_60648
259	drug_25108684
260	microRNA_miR-5195
261	drug_24971238
262	drug_25154713
263	microRNA_miR-153
264	drug_443354
265	sf_Somnambulism
266	sf_Reflex_tachycardia
267	microRNA_miR-5003
268	sf_Rash_papular
269	drug_7340
270	sf_Neck_tightness
271	gene_ATP12A
272	drug_7469
273	sf_Enterocolitis_infectious
274	drug_45357473
275	dt_Q6P5W5
276	drug_404291
277	sf_Goodpasture's_syndrome
278	sf_Traumatic_arthropathy
279	disease_D009404
280	drug_3011155
281	microRNA_miR-125b
282	sf_Cytomegalovirus_hepatitis
283	sf_Unwanted_awareness_during_anaesthesia
284	drug_125784
285	gene_CACNB2
286	drug_4650
287	dt_Q5BKX6
288	drug_5353631
289	sf_Polyneuritis
290	drug_151932
291	drug_178387
292	drug_3794
293	drug_9887381
294	sf_Chronic_lymphocytic_leukaemia
295	sf_Bilirubin_conjugated_increased
296	sf_Cytomegalovirus_infection
297	sf_Corneal_lesion
298	drug_3035980
299	drug_25078100
300	microRNA_miR-3175
301	drug_6918469
302	sf_Pulse_rate_decrease_marked
303	drug_6473767
304	drug_39042
305	sf_Laryngeal_neoplasm
306	sf_Asymptomatic_hyperlactatemia
307	sf_Distress_gastrointestinal
308	sf_Coronary_artery_insufficiency
309	drug_6439428
310	microRNA_miR-1185
311	sf_Coldness
312	sf_Asymptomatic_bacteriuria
313	drug_9568628
314	dt_Q9Y2W3
315	drug_34180
316	sf_Lymph_node_abscess
317	drug_6327
318	sf_Oppositional
319	drug_5384311
320	drug_24774
321	drug_24567
322	drug_124682
323	drug_16131215
324	sf_Hamman-Rich_syndrome
325	sf_Dysgraphia
326	drug_60838
327	drug_185904
328	drug_135539077
329	drug_134141
330	microRNA_miR-203b
331	drug_23672566
332	drug_20662
333	gene_SLC10A5
334	sf_Intracranial_pressure_increased
335	sf_Orofacial_oedema
336	sf_Shunt_thrombosis
337	drug_498142
338	drug_3916
339	drug_65960
340	drug_6437390
341	sf_Dacryocanaliculitis
342	drug_7074
343	sf_Streptococcal_infection
344	sf_Application_site_induration
345	drug_73755065
346	sf_Choroidal_effusion
347	drug_4873
348	drug_9015
349	drug_4911
350	drug_8991
351	drug_135659062
352	microRNA_miR-4704
353	drug_5491959
354	drug_3180
355	drug_153751
356	drug_156593754
357	microRNA_miR-31
358	drug_11349
359	drug_107982
360	sf_Methicillin-resistant_Staphylococcus_aureus_infection
361	dt_Q9NSA0
362	gp_id_rs1051266
363	gp_id_rs12943590
364	drug_164739
365	sf_Coordination_abnormal
366	drug_7111
367	sf_Hypothyroidism
368	sf_Hypotension_asymptomatic
369	drug_5573
370	sf_Cramp_of_limb
371	drug_76379
372	sf_Enteritis
373	sf_Cerebral_artery_embolism
374	sf_Tearing_eyes
375	drug_10786
376	drug_71346
377	drug_16760425
378	sf_Blood_gonadotrophin_increased
379	drug_14989
380	drug_3000226
381	drug_5284402
382	sf_Neonatal_hyponatraemia
383	drug_517055
384	drug_3013853
385	drug_9909448
386	drug_4409
387	drug_5282169
388	drug_6918554
389	sf_Right_ventricular_failure
390	sf_Numbness
391	drug_462382
392	drug_5311101
393	sf_Deficiency_of_bile_secretion
394	drug_10350481
395	drug_11313622
396	drug_5311372
397	drug_22833361
398	drug_91687
399	sf_Hypohidrosis
400	microRNA_miR-3714
401	sf_Postictal_state
402	sf_Lymphadenopathy_inguinal
403	sf_Urogenital_disorder
404	sf_Balanoposthitis
405	drug_224
406	drug_5490334
407	dt_Q9Y226
408	drug_54267
409	microRNA_miR-505
410	drug_6453725
411	drug_49792852
412	drug_5281825
413	sf_Anaphylactic_responses
414	drug_23190
415	drug_132932
416	sf_Parasomnia
417	microRNA_miR-4725
418	drug_241
419	drug_10404073
420	sf_Pituitary_haemorrhage
421	drug_63022
422	drug_129606865
423	sf_Upper-airway_cough_syndrome
424	drug_151171
425	drug_132222
426	microRNA_miR-892c
427	sf_Teratogenicity
428	dt_Q6NUK1
429	drug_3038525
430	microRNA_miR-1256
431	dt_Q9H015
432	drug_1795
433	gp_id_rs1060896
434	drug_17754356
435	drug_4416
436	sf_Kidney_function_abnormal
437	microRNA_miR-6720
438	drug_148121
439	drug_58031952
440	drug_10223146
441	microRNA_miR-550b
442	sf_Fat_necrosis
443	drug_71384
444	drug_8413
445	drug_5351896
446	sf_Anovulatory_cycle
447	sf_Tooth_hypoplasia
448	drug_9930827
449	drug_11852
450	drug_656583
451	sf_Pulmonary_hypoplasia
452	sf_Steatorrhoea
453	gene_SLC7A5
454	drug_517165
455	drug_37083
456	microRNA_miR-4699
457	drug_7848
458	drug_399457
459	drug_3301
460	drug_5280335
461	drug_20544
462	drug_24007
463	sf_Blood_creatine_phosphokinase_abnormal
464	drug_16315
465	drug_11256664
466	drug_9949996
467	drug_63041
468	microRNA_miR-34c
469	drug_91642
470	sf_Rectal_cramps
471	sf_Lower_gastrointestinal_haemorrhage
472	gp_id_rs3087879
473	microRNA_miR-3649
474	microRNA_miR-3978
475	drug_185792
476	drug_456201
477	drug_11125
478	sf_International_normalised_ratio_decreased
479	sf_Developmental_delay
480	drug_5988
481	drug_64987
482	drug_10985889
483	sf_Elevated_liver_enzyme_levels
484	sf_Artery_dissection
485	drug_162354
486	drug_73110
487	microRNA_miR-4538
488	drug_68171
489	sf_Skeletal_muscle_paralysis
490	drug_100185
491	microRNA_miR-653
492	drug_6443869
493	sf_Diabetic_nephropathy
494	sf_Uterine_hypertonus
495	sf_Acquired_immunodeficiency_syndrome
496	drug_2969
497	drug_123952
498	sf_Protein_total_decreased
499	sf_Cardiac_discomfort
500	drug_9843744
501	drug_487
502	drug_5281247
503	drug_5388925
504	drug_7672
505	drug_35733
506	drug_997
507	drug_4261
508	drug_15459
509	drug_24937
510	microRNA_miR-210
511	sf_Manic_episode
512	drug_172963
513	microRNA_miR-4505
514	sf_Spotting_vaginal
515	drug_8103
516	sf_Mastitis_acute_female
517	drug_2247
518	sf_Bronchopneumonia
519	sf_Tight_foreskin
520	drug_5386
521	gene_SLC37A2
522	drug_56841788
523	disease_D007926
524	drug_37183
525	sf_Postoperative_hemorrhage
526	drug_76190
527	microRNA_miR-193a-3p
528	drug_23676225
529	drug_6437838
530	drug_159460
531	drug_11170867
532	drug_119184
533	drug_126364
534	drug_115245
535	drug_77217128
536	drug_22985
537	drug_41022
538	sf_Haemangioma
539	sf_Hyporeflexia
540	drug_11250647
541	drug_124361
542	drug_41384
543	sf_Tonic_convulsion
544	sf_Digoxin_effect
545	sf_Blood_phosphorus_decreased
546	drug_16132128
547	drug_5478883
548	drug_5282155
549	drug_5961
550	drug_441597
551	sf_Localised_oedema
552	dt_Q92536
553	sf_Scintillating_scotoma
554	drug_378
555	sf_Atonic_urinary_bladder
556	drug_3035842
557	microRNA_miR-30c-2
558	drug_1853
559	sf_Large_intestinal_obstruction
560	drug_40785065
561	drug_449085
562	disease_D018908
563	drug_86398
564	dt_O95847
565	drug_186002
566	sf_Hemangioma_acquired
567	drug_54585
568	drug_9837243
569	drug_71166
570	drug_24597
571	sf_Procedural_nausea
572	drug_708857
573	drug_10359050
574	sf_Tobacco_poisoning
575	drug_5143
576	drug_104745
577	drug_92253
578	microRNA_miR-491-3p
579	sf_Leukorrhea
580	sf_Albumin_urine_increased
581	sf_Mucosal_haemorrhage
582	gp_id_rs2270637
583	microRNA_miR-661
584	drug_16229
585	drug_115002
586	microRNA_miR-3189
587	sf_Pneumonia_klebsiella
588	sf_Lack_of_drug_effect
589	sf_Skin_discomfort
590	dt_Q96EP9
591	drug_4641
592	drug_11504547
593	sf_Vaginal_burning_sensation
594	drug_38479
595	drug_72917
596	sf_Acquired_haemophilia
597	sf_Gastrointestinal_inflammatory_conditions
598	sf_Blindness,_both_eyes
599	gene_SLC22A16
600	sf_Post_procedural_infection
601	drug_54692492
602	microRNA_miR-6743
603	drug_131351
604	sf_Acute_myeloid_leukaemia
605	drug_25077405
606	dt_Q96H72
607	drug_24408
608	drug_65434
609	sf_Serum_bilirubin_increased
610	drug_91475
611	sf_Duodenal_ulcer
612	drug_14797
613	sf_Vein_pain
614	drug_208951
615	sf_Agitation_postoperative
616	drug_18730
617	drug_21648
618	drug_6256
619	drug_5956
620	sf_Oral_mucosal_blistering
621	sf_Subileus
622	sf_Infusion_site_infection
623	drug_228987
624	microRNA_miR-548x
625	drug_591200
626	drug_3035454
627	drug_72292
628	drug_5281692
629	sf_Common_cold
630	sf_Hydrocephalus
631	sf_Acute_allergic_reaction
632	sf_Papillomatosis
633	drug_9818465
634	drug_5288826
635	drug_122738
636	drug_54678503
637	drug_7705
638	drug_5281599
639	drug_16132376
640	sf_Hepatocellular_injury
641	drug_7965
642	drug_161464
643	drug_44182398
644	sf_Pulmonary_thrombosis
645	drug_2467
646	sf_Hand_and_foot_syndrome_secondary_to_sickle_cell_anaemia
647	drug_108223
648	microRNA_miR-570
649	drug_1686
650	sf_Hyperamylasaemia
651	microRNA_miR-6864
652	gene_SLC44A2
653	drug_6754
654	microRNA_miR-1976
655	drug_636362
656	drug_11971581
657	sf_Autonomic_nervous_system_imbalance
658	sf_Eye_infection_viral
659	sf_Diabetic_ketoacidosis
660	drug_9934302
661	drug_5420
662	drug_448537
663	drug_7583
664	drug_8612
665	drug_6244915
666	sf_Mental_impairment_disorders
667	sf_Immunodeficiency
668	drug_60753
669	drug_3778
670	sf_Asocial_behaviour
671	drug_16133797
672	drug_227033
673	drug_2397
674	em_Lipid_unspecific
675	sf_Gastrointestinal_stromal_tumour
676	drug_139298
677	drug_4274
678	drug_9543026
679	drug_82565
680	sf_Cerebrovascular_disorder
681	gene_ABCC6
682	sf_Risus_sardonicus
683	sf_Plasma_cell_leukaemia
684	drug_213037
685	drug_774
686	drug_3894
687	drug_44301701
688	drug_156826
689	drug_10578
690	drug_130349
691	drug_3000
692	sf_Exostosis
693	sf_Ovulation_inhibited
694	drug_17256
695	drug_12313812
696	sf_Automatism
697	drug_6005
698	drug_5637
699	drug_59844
700	drug_14005
701	drug_6917707
702	drug_23725625
703	drug_5035
704	microRNA_miR-4524b
705	sf_Palmar-plantar_erythema
706	gene_ABCC3
707	dt_Q6J4K2
708	sf_Sleep_attacks
709	drug_9862248
710	drug_9338
711	sf_Psychotic_disorder
712	drug_7015
713	sf_Eclampsia
714	drug_11980904
715	drug_16458
716	drug_16129617
717	microRNA_miR-4701
718	dt_P48051
719	sf_External_ear_disorder
720	gp_id_rs185146
721	drug_71481097
722	sf_Antinuclear_antibody_positive
723	drug_4775
724	drug_9344
725	drug_56016
726	drug_61300
727	microRNA_miR-4685
728	gene_SLC25A28
729	drug_16760075
730	drug_15250
731	sf_Pancreatic_pseudocyst
732	microRNA_miR-6502
733	sf_Joint_lock
734	drug_1972
735	drug_46926346
736	drug_62705
737	sf_Rotator_cuff_syndrome
738	sf_Vaginal_discomfort
739	dt_Q9BXS9
740	drug_11556427
741	drug_56842075
742	drug_185745
743	drug_11617
744	microRNA_miR-6081
745	sf_Blood_calcium_decreased
746	microRNA_miR-627
747	drug_12580
748	drug_108156
749	drug_81261
750	sf_Nipple_disorder
751	drug_1981
752	drug_6518
753	drug_108182
754	drug_3091786
755	drug_71781
756	drug_115239
757	gene_SLC6A6
758	sf_Retching
759	drug_36939
760	sf_Microcephaly
761	gene_SLC12A4
762	microRNA_miR-4643
763	microRNA_miR-4446
764	drug_7057
765	drug_1013376
766	drug_115067
767	drug_25229664
768	sf_Shock
769	drug_2790
770	drug_128848
771	sf_Type_IIa_hyperlipidaemia
772	drug_135565545
773	drug_5311497
774	drug_2162
775	sf_Lung_fibrosis_interstitial
776	sf_Large_intestinal_ulcer
777	sf_Sexually_active
778	drug_4649
779	drug_24748573
780	drug_52999
781	drug_516902
782	drug_5360741
783	drug_5271565
784	drug_6013
785	sf_Obesity
786	dt_P50443
787	drug_443939
788	drug_3080558
789	drug_2754
790	drug_16404350
791	drug_68366
792	drug_49836084
793	gp_id_rs2235047
794	drug_6636
795	sf_Parathyroid_tumour_benign
796	microRNA_miR-367
797	sf_Myocardial_ischaemia
798	microRNA_miR-548ar
799	sf_Foetal_chromosome_abnormality
800	sf_Parkinsonism_aggravated
801	microRNA_miR-483
802	drug_54840
803	drug_454
804	sf_Congestive_cardiomyopathy
805	sf_Pain_in_elbow
806	sf_Haemorrhoidal_haemorrhage
807	sf_Radiation_pneumonitis
808	drug_5105
809	sf_Breast_cancer
810	drug_5281744
811	microRNA_miR-6837
812	microRNA_miR-335
813	sf_Peptic_ulcer
814	drug_16490
815	drug_2761171
816	drug_31255
817	drug_9797360
818	microRNA_miR-152
819	microRNA_miR-4687
820	drug_2724350
821	drug_11027
822	sf_Paraesthesia_NEC
823	drug_163659
824	drug_123080
825	drug_24857833
826	drug_56841826
827	drug_135398701
828	drug_6263
829	sf_Pituitary_infarction
830	drug_13506
831	sf_Uric_acid_high
832	drug_148195
833	sf_Atelectasis
834	sf_Conjunctivitis_infective
835	drug_148124
836	sf_Felt_faint
837	sf_Postoperative_shivering
838	sf_Choreoathetoid_movements
839	drug_6335948
840	drug_68109743
841	drug_6844
842	sf_Hallucination,_auditory
843	drug_7200
844	drug_128155
845	sf_Wheezing_inspiratory
846	drug_115005
847	sf_Pulpitis_dental
848	sf_Stargardt's_disease
849	drug_47316
850	microRNA_miR-4669
851	drug_16123056
852	sf_Ventricular_bigeminy
853	sf_Pericardial_rub
854	sf_Pleural_fibrosis
855	sf_Pelvic_discomfort
856	gene_SLC5A6
857	drug_11774
858	drug_12665
859	dt_Q99884
860	drug_146158461
861	drug_16935
862	drug_2728
863	drug_42642645
864	drug_10341
865	drug_81312
866	sf_Atherosclerosis
867	drug_5583
868	dt_O15427
869	drug_3391107
870	sf_Acute_gastroenteritis
871	sf_Abasia
872	drug_6102852
873	sf_Lymphopenia
874	drug_16682999
875	drug_20527
876	drug_102144689
877	drug_7180
878	drug_6654
879	sf_Haematoma
880	sf_Blood_bilirubin_decreased
881	sf_Back_pain
882	drug_9886429
883	gp_id_rs1128503
884	dt_Q2Y0W8
885	sf_Pharyngeal_oedema
886	drug_71301
887	sf_International_normalised_ratio_increased
888	drug_131750290
889	sf_Brain_oedema
890	drug_6809
891	drug_3961
892	sf_Genital_ulceration
893	drug_29131
894	sf_Epigastric_distress
895	drug_5281232
896	drug_10498042
897	sf_Latent_tuberculosis
898	drug_72172
899	drug_25154867
900	drug_5284596
901	drug_3420
902	microRNA_miR-301b
903	drug_11561383
904	drug_135565962
905	drug_638276
906	drug_853
907	drug_5781
908	drug_4125253
909	drug_49864366
910	drug_5282237
911	drug_4962
912	drug_5384136
913	sf_Brain_injury
914	sf_Nerve_conduction_studies_abnormal
915	sf_Anxiety
916	drug_11910
917	drug_444266
918	sf_Gastrointestinal_fullness
919	drug_441328
920	gp_id_rs3836790
921	drug_11615193
922	drug_11753673
923	drug_16134395
924	dt_O00305
925	sf_Endotracheal_tube_obstruction
926	sf_Burning_tongue
927	drug_3378093
928	sf_Renal_failure_chronic
929	drug_11979418
930	drug_8671
931	drug_53297414
932	sf_Cholestasis
933	drug_61251
934	drug_27350
935	em_Glucuronide
936	drug_6860
937	drug_74395
938	drug_6328211
939	gene_SLC24A5
940	sf_Ketosis
941	drug_130779
942	drug_9808022
943	drug_39763
944	drug_11755137
945	drug_123854
946	sf_Microcytic
947	drug_16653
948	sf_Immunosuppression
949	drug_5572
950	drug_20966
951	drug_3538
952	drug_54676038
953	drug_9195
954	sf_Sarcoma_uterus
955	drug_21319
956	drug_5447130
957	drug_152035
958	disease_D003865
959	drug_15656883
960	microRNA_miR-7107
961	drug_10220503
962	drug_2448
963	microRNA_miR-4483
964	sf_Osteosarcoma
965	drug_5330548
966	microRNA_miR-3199
967	drug_99769
968	sf_Carcinoma_stomach
969	drug_23204
970	sf_Epidermal_growth_factor_receptor_decreased
971	drug_540335
972	sf_Eye_allergy
973	sf_Bone_neoplasm
974	drug_127131
975	drug_65307
976	drug_9873674
977	sf_Therapeutic_response_decreased
978	sf_Fluid_and_electrolyte_imbalance
979	sf_Hemiplegia_transient
980	drug_420552
981	drug_121494085
